ref,schemaLocation,id,subRubric,publicationDate,legalRemedy,title_en,entryType
https://amtsblattportal.ch/api/v1/publications/df4a8013-532f-4886-83d5-b50413d90ce5/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,df4a8013-532f-4886-83d5-b50413d90ce5,HR03,2025-01-15,,"Deletion COMMUNICATION wl AT WORK SA in liquidazione, Lugano",Deletion
https://amtsblattportal.ch/api/v1/publications/ccc19443-b86c-4943-a867-a769bda2ac2a/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,ccc19443-b86c-4943-a867-a769bda2ac2a,HR03,2025-01-15,,"Deletion IULIA INTERNATIONAL CONSULTING GmbH in liquidazione, Lugano",Deletion
https://amtsblattportal.ch/api/v1/publications/616bb07b-1df2-4d7c-b1e7-a005d6c4d866/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,616bb07b-1df2-4d7c-b1e7-a005d6c4d866,HR03,2025-01-15,,"Deletion IMX Holding SA in liquidazione, Chiasso",Deletion
https://amtsblattportal.ch/api/v1/publications/360ade49-e9cd-448d-9231-d4adb186cfa4/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,360ade49-e9cd-448d-9231-d4adb186cfa4,HR03,2025-01-15,,"Deletion ARTI Ventilation-Serrurerie Sàrl en liquidation, Le Mont-sur-Lausanne",Deletion
https://amtsblattportal.ch/api/v1/publications/cc2ff966-7959-4339-bdb5-54c72c50a185/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,cc2ff966-7959-4339-bdb5-54c72c50a185,HR03,2025-01-15,,"Deletion Rillyfid SA in liquidazione, Lugano",Deletion
https://amtsblattportal.ch/api/v1/publications/7e28c99d-51d5-4cf4-b8d8-f97706dccd5b/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,7e28c99d-51d5-4cf4-b8d8-f97706dccd5b,HR03,2025-01-15,,"Deletion Graniti Ghisletta SA in liquidazione, Riviera",Deletion
https://amtsblattportal.ch/api/v1/publications/3c459ae2-0769-48aa-be4e-4c7db3eb8177/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,3c459ae2-0769-48aa-be4e-4c7db3eb8177,HR03,2025-01-15,,"Deletion oprandi & partner romandie sa, Lausanne",Deletion
https://amtsblattportal.ch/api/v1/publications/ac35dd5a-8fb8-4116-a660-4fc1ee9dfcfc/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,ac35dd5a-8fb8-4116-a660-4fc1ee9dfcfc,HR03,2025-01-15,,"Deletion Restaurant de Hôtel de Ville Gomes Silva, Lucens",Deletion
https://amtsblattportal.ch/api/v1/publications/69862ee0-fd35-46d3-b900-89641de3abf7/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,69862ee0-fd35-46d3-b900-89641de3abf7,HR03,2025-01-15,,"Deletion Mea-Pono SNC, Lausanne",Deletion
https://amtsblattportal.ch/api/v1/publications/16eed8f7-db53-4fb5-b528-823ba510d615/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,16eed8f7-db53-4fb5-b528-823ba510d615,HR03,2025-01-15,,"Deletion IF Investissements Financiers Sàrl, Collombey-Muraz",Deletion
https://amtsblattportal.ch/api/v1/publications/014169b7-2898-4dea-b6fe-4811e81d43d7/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,014169b7-2898-4dea-b6fe-4811e81d43d7,HR03,2025-01-15,,"Deletion La Trappe SA en liquidation, Saignelégier",Deletion
https://amtsblattportal.ch/api/v1/publications/3dd32609-edd5-4414-8330-9f70009c7b60/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,3dd32609-edd5-4414-8330-9f70009c7b60,HR03,2025-01-15,,"Deletion Aqua Pura sàrl en liquidation, Porrentruy",Deletion
https://amtsblattportal.ch/api/v1/publications/4d40d36f-0e8e-4ec6-83de-5fe74de829df/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,4d40d36f-0e8e-4ec6-83de-5fe74de829df,HR03,2025-01-15,,"Deletion My Multiservices, Colares Barbosa, Meyrin",Deletion
https://amtsblattportal.ch/api/v1/publications/515bed4c-1a7d-4652-b429-1f7c72702b3c/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,515bed4c-1a7d-4652-b429-1f7c72702b3c,HR03,2025-01-15,,"Deletion Bau-Atelier, Studer Franz, Visp",Deletion
https://amtsblattportal.ch/api/v1/publications/6104c071-a723-4956-8085-62440fc547ca/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,6104c071-a723-4956-8085-62440fc547ca,HR03,2025-01-15,,"Deletion Ro-Mont Planung & Montagen GmbH in Liquidation, Basel",Deletion
https://amtsblattportal.ch/api/v1/publications/998cf701-bc0b-4766-9c97-86c1ba424c64/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,998cf701-bc0b-4766-9c97-86c1ba424c64,HR03,2025-01-15,,"Deletion Suhalj Pro Wear, Gerlafingen",Deletion
https://amtsblattportal.ch/api/v1/publications/2a2ee4d3-cf8d-4d14-ad18-434c8c9174e3/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,2a2ee4d3-cf8d-4d14-ad18-434c8c9174e3,HR03,2025-01-15,,"Deletion Next Stop Restaurant, Ongu, Neuchâtel",Deletion
https://amtsblattportal.ch/api/v1/publications/9164e9ea-5a83-45fc-9778-15bd2ed78ec0/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,9164e9ea-5a83-45fc-9778-15bd2ed78ec0,HR03,2025-01-15,,"Deletion HJB Rénovation Brahimi, Genève",Deletion
https://amtsblattportal.ch/api/v1/publications/df9dd416-77b2-4cfa-8731-f34d0c9174aa/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,df9dd416-77b2-4cfa-8731-f34d0c9174aa,HR03,2025-01-15,,"Deletion Sole Mio, Ramon Rodriguez Madarnas, Genève",Deletion
https://amtsblattportal.ch/api/v1/publications/f2130f00-4864-4997-bc75-3023529f7dff/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,f2130f00-4864-4997-bc75-3023529f7dff,HR03,2025-01-15,,"Deletion CARRARD (SILVER HOUSE BIJOUX), Genève",Deletion
https://amtsblattportal.ch/api/v1/publications/375ae1d0-f4b3-43bc-87d0-14f74b238745/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,375ae1d0-f4b3-43bc-87d0-14f74b238745,HR03,2025-01-15,,"Deletion PS-Arbeitssicherheit GmbH in Liquidation, Walterswil (SO)",Deletion
https://amtsblattportal.ch/api/v1/publications/c130506f-fc9c-4ea9-9b64-1bab41c3ba79/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,c130506f-fc9c-4ea9-9b64-1bab41c3ba79,HR03,2025-01-15,,"Deletion Simmler Transporte AG, Zweigniederlassung SimmlerCars, Balsthal",Deletion
https://amtsblattportal.ch/api/v1/publications/bfb9938d-ce3e-40c6-a3c7-999f0dc8d807/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,bfb9938d-ce3e-40c6-a3c7-999f0dc8d807,HR03,2025-01-15,,"Deletion Balaban - Food GmbH in Liquidation, Dulliken",Deletion
https://amtsblattportal.ch/api/v1/publications/81f27517-bdc7-451d-90ba-1966cdbf56fa/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,81f27517-bdc7-451d-90ba-1966cdbf56fa,HR03,2025-01-15,,"Deletion iMraff GmbH in Liquidation, Solothurn",Deletion
https://amtsblattportal.ch/api/v1/publications/ffcfcd27-a270-403b-b7b3-6758b5de5330/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,ffcfcd27-a270-403b-b7b3-6758b5de5330,HR03,2025-01-15,,"Deletion Kimba AG in Liquidation, Hofstetten-Flüh",Deletion
https://amtsblattportal.ch/api/v1/publications/146abc95-fe18-4f40-9ddf-adcba059a86e/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,146abc95-fe18-4f40-9ddf-adcba059a86e,HR03,2025-01-15,,"Deletion Milch- und Landwirtschaftliche Genossenschaft Däniken und Umgebung in Liquidation, Däniken",Deletion
https://amtsblattportal.ch/api/v1/publications/cb607239-dc9f-4431-a0bd-246c18bdf6f0/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,cb607239-dc9f-4431-a0bd-246c18bdf6f0,HR03,2025-01-15,,"Deletion Bistro Vin-De Çoban, Egerkingen",Deletion
https://amtsblattportal.ch/api/v1/publications/f2e62ee0-83f7-4938-a05f-c80a68239fed/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,f2e62ee0-83f7-4938-a05f-c80a68239fed,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Fabio FOSSATI - Architectes SA, Chêne-Bougeries",Change
https://amtsblattportal.ch/api/v1/publications/7f0c6e5f-c6df-4393-9719-4f1bf38511d9/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,7f0c6e5f-c6df-4393-9719-4f1bf38511d9,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Gunvor SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/047c1d8f-41ee-42aa-880f-cfa9ec569b22/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,047c1d8f-41ee-42aa-880f-cfa9ec569b22,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change GET Global Engineering Technology SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/7770c4bc-de91-4cce-b3fc-120d5f9d655a/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,7770c4bc-de91-4cce-b3fc-120d5f9d655a,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Graphyte Labs SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/2e2ebb27-9869-4ae9-bb55-465f72a97c60/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,2e2ebb27-9869-4ae9-bb55-465f72a97c60,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change HBK Investments Advisory SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/ddceb583-2af6-4e96-aa27-a093311b0c3b/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,ddceb583-2af6-4e96-aa27-a093311b0c3b,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Gentlemen's Factory Sàrl, Genève",Change
https://amtsblattportal.ch/api/v1/publications/b4d1900c-2dc9-4c0a-93a6-cb4acf1fc762/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,b4d1900c-2dc9-4c0a-93a6-cb4acf1fc762,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Fondation de prévoyance de Vedia SA, en liquidation, Genève",Change
https://amtsblattportal.ch/api/v1/publications/3d4c73eb-437a-4a69-8ad7-1a8428970f29/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,3d4c73eb-437a-4a69-8ad7-1a8428970f29,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change JL Securities SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/5da593ab-993f-4526-98cf-3165aabc656a/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,5da593ab-993f-4526-98cf-3165aabc656a,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Gold Consulting Holding SA, Neuchâtel",Change
https://amtsblattportal.ch/api/v1/publications/e3aebfa0-6998-43a0-8d57-f733484baaba/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,e3aebfa0-6998-43a0-8d57-f733484baaba,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change ALTERRAPY SARL, La Chaux-de-Fonds",Change
https://amtsblattportal.ch/api/v1/publications/ef67690a-0b7f-4de6-8917-6e1962db4391/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,ef67690a-0b7f-4de6-8917-6e1962db4391,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change EVENOR ENERGY SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/524d696d-276c-4ac6-b94d-79d7ded08903/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,524d696d-276c-4ac6-b94d-79d7ded08903,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change BULGARI GLOBAL OPERATIONS SA, Neuchâtel",Change
https://amtsblattportal.ch/api/v1/publications/8c06d510-3af3-43a4-b61b-50db956f264c/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,8c06d510-3af3-43a4-b61b-50db956f264c,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change CMS Régional Sion-Hérens-Conthey, Sion, new CMS Sion-Hérens-Conthey",Change
https://amtsblattportal.ch/api/v1/publications/60964f4a-1d46-4246-a393-4be2c666e4fa/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,60964f4a-1d46-4246-a393-4be2c666e4fa,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Full-Destock Sàrl, Sion, new Sierre",Change
https://amtsblattportal.ch/api/v1/publications/fbd2c984-ca39-4907-b70b-828cd198b871/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,fbd2c984-ca39-4907-b70b-828cd198b871,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change AlpEmotion Sàrl, Sion",Change
https://amtsblattportal.ch/api/v1/publications/98e5e467-b673-4124-8831-2964d5515a9e/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,98e5e467-b673-4124-8831-2964d5515a9e,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change B.O.C. Neuchâtel Sàrl, Neuchâtel, new B.O.C. Neuchâtel Sàrl en liquidation",Change
https://amtsblattportal.ch/api/v1/publications/36cd3c60-1b15-432e-ba19-39a64c8b856f/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,36cd3c60-1b15-432e-ba19-39a64c8b856f,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change FJ nettoyage Fazliji, Le Locle",Change
https://amtsblattportal.ch/api/v1/publications/08f0825b-edd1-4cc6-ae9c-c047fbee9f4a/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,08f0825b-edd1-4cc6-ae9c-c047fbee9f4a,HR03,2025-01-15,,"Deletion Egli AG Trockenbau, Biel/Bienne",Deletion
https://amtsblattportal.ch/api/v1/publications/8a8d8b28-7e13-4450-9a25-ec74a727d7ee/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,8a8d8b28-7e13-4450-9a25-ec74a727d7ee,HR03,2025-01-15,,"Deletion ISI Holding AG in Liquidation, Luzern",Deletion
https://amtsblattportal.ch/api/v1/publications/739c8054-c3cd-413e-a9ee-17ea9828a4bb/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,739c8054-c3cd-413e-a9ee-17ea9828a4bb,HR03,2025-01-15,,"Deletion Roman Christian Schnürle, Reika Mediale Ausbildung und Beratung, Dübendorf",Deletion
https://amtsblattportal.ch/api/v1/publications/a01a632d-5b37-40de-9438-47c6ace63121/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,a01a632d-5b37-40de-9438-47c6ace63121,HR03,2025-01-15,,"Deletion GUÉNARD-Herold Monique Fiduciaire, La Neuveville",Deletion
https://amtsblattportal.ch/api/v1/publications/981ad262-6292-4a6f-a66d-a9f28097d998/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,981ad262-6292-4a6f-a66d-a9f28097d998,HR03,2025-01-15,,"Deletion Anitra Eggler, Kriens",Deletion
https://amtsblattportal.ch/api/v1/publications/b3256341-8a4f-4f60-96bc-7dfe0bee80ce/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,b3256341-8a4f-4f60-96bc-7dfe0bee80ce,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Clearlake SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/ea180762-5221-4845-8262-0bd02656c8e2/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,ea180762-5221-4845-8262-0bd02656c8e2,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Bullionz SA, Genève, new Bullionz SA, en liquidation",Change
https://amtsblattportal.ch/api/v1/publications/fcae25f5-bc47-4a9d-85f5-45c7887cf165/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,fcae25f5-bc47-4a9d-85f5-45c7887cf165,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Blue Zebra Sàrl, Genève",Change
https://amtsblattportal.ch/api/v1/publications/5e452dbe-bc0e-4013-bfc9-506cdbf69b69/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,5e452dbe-bc0e-4013-bfc9-506cdbf69b69,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change BMG PARTNER SA, Genève, new Lancy",Change
https://amtsblattportal.ch/api/v1/publications/e169d3df-a7a8-4919-b9b2-557ecb096031/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,e169d3df-a7a8-4919-b9b2-557ecb096031,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Chevaline Jean-Claude Terraillon SA, Carouge (GE)",Change
https://amtsblattportal.ch/api/v1/publications/6699406e-95d9-43ce-b559-dd4a7bf8803c/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,6699406e-95d9-43ce-b559-dd4a7bf8803c,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change UP MEDI-EUROPA SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/8f602dae-796c-483b-a998-287a6175881e/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,8f602dae-796c-483b-a998-287a6175881e,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Abeloo SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/2020e6b0-789c-4d66-a5af-3aa23f2b233b/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,2020e6b0-789c-4d66-a5af-3aa23f2b233b,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change HSBC Private Banking Holdings (Suisse) SA, Genève",Change
https://amtsblattportal.ch/api/v1/publications/f95b34a8-a3eb-4aa1-b65a-a083aa8860f1/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,f95b34a8-a3eb-4aa1-b65a-a083aa8860f1,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Injector SA, Porrentruy",Change
https://amtsblattportal.ch/api/v1/publications/fd6e1684-8be1-42f4-927b-13523692fe2b/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,fd6e1684-8be1-42f4-927b-13523692fe2b,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Eglise catholique romaine-Genève (ECR), Genève",Change
https://amtsblattportal.ch/api/v1/publications/a1d47950-0ee8-4021-b3ff-14df6f3dba1e/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,a1d47950-0ee8-4021-b3ff-14df6f3dba1e,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change IMERI Aimen-i Rénovation, Satigny",Change
https://amtsblattportal.ch/api/v1/publications/faadeb7f-5a3c-49bb-b4b5-09accf1045ce/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,faadeb7f-5a3c-49bb-b4b5-09accf1045ce,HR03,2025-01-15,,"Deletion DAO Informatik AG in Liquidation, Kloten",Deletion
https://amtsblattportal.ch/api/v1/publications/03b4d5a4-51d8-4835-bc49-a35285b2fc19/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR03-export.xsd,03b4d5a4-51d8-4835-bc49-a35285b2fc19,HR03,2025-01-15,,"Deletion Architekturbüro Max Meisterhans, Flurlingen",Deletion
https://amtsblattportal.ch/api/v1/publications/e56b4655-ca2d-4a9a-a3d3-f41054bf9827/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,e56b4655-ca2d-4a9a-a3d3-f41054bf9827,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Advanced Medical Technologies Sàrl, Vandoeuvres, new Freienbach",Change
https://amtsblattportal.ch/api/v1/publications/ff27e28b-5cd0-4587-bcb8-5517f6bd1995/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,ff27e28b-5cd0-4587-bcb8-5517f6bd1995,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change TCS Training & Loisirs SA, Vernier",Change
https://amtsblattportal.ch/api/v1/publications/c5033d61-9e54-421b-9390-124814cd630b/xml,https://amtsblattportal.ch/api/v1/schemas/shab/1.23/HR02-export.xsd,c5033d61-9e54-421b-9390-124814cd630b,HR02,2025-01-15,La mutation de l'entité juridique mentionnée a été effectuée dans le registre du commerce. <br />Publication selon les art. 9 et 35 ORC.,"Change Nettel Conseil Sàrl, Arzier-Le Muids, new Genève",Change
